group_id,source,n_images,n_plates,original_train,original_test
g_5e156129044c86f6,uc3m,1,1,0,1
g_5e31a6d0012409a8,uc3m,1,1,0,1
g_5e483590d0488d8d,uc3m,1,1,1,0
g_5e48d02036965d5f,uc3m,1,1,1,0
g_5eafa30fe6712c52,uc3m,1,2,1,0
g_5ec85e7b9964141c,uc3m,1,1,1,0
g_5f5971a64fb9e270,uc3m,1,1,1,0
g_5f5ec647ced1577b,uc3m,1,1,1,0
g_602ed40bee5828dc,uc3m,1,1,0,1
g_605049b894cc73c2,uc3m,1,1,1,0
g_607c7cc45dd58047,uc3m,1,1,1,0
g_60b4b5904c2af709,uc3m,1,1,0,1
g_60c8697c2199e820,uc3m,1,1,1,0
g_6104999d8121c32d,uc3m,1,1,1,0
g_6147730c05ee7152,uc3m,1,1,1,0
g_616bbeb3c98b5365,uc3m,1,1,0,1
g_6216c2585bc8a19d,uc3m,1,1,0,1
g_62516db9074a80a0,uc3m,1,1,1,0
g_629677056f403037,uc3m,1,1,1,0
g_62b0255fd51c96be,cv,1,1,0,0
g_62d9637abf18bd2f,uc3m,1,2,1,0
g_62f507af764ce6fd,uc3m,1,1,1,0
g_63193e3dc45c9494,uc3m,1,1,0,1
g_633fadea15ea2e04,uc3m,1,1,1,0
g_63638483b87a9fc4,uc3m,1,1,1,0
g_63a2ac7730359ef0,uc3m,1,1,1,0
g_63e6ffebc815ac73,uc3m,1,1,1,0
g_640e1c3c3b6037bf,cv,1,1,0,0
g_6411b52c81528934,uc3m,1,1,1,0
g_6443c12569efa904,uc3m,1,1,1,0
g_644c36439287ff85,uc3m,1,1,1,0
g_64ddbdb9330d288b,uc3m,1,1,1,0
g_6504920b28b2f304,uc3m,1,1,1,0
g_650d5774aab9307b,uc3m,1,1,1,0
g_651f833e5e9053fc,uc3m,1,1,1,0
g_652b18cb66797584,uc3m,1,1,1,0
g_656b5e2b50974a7f,uc3m,1,1,1,0
g_659f0fc0ec5b9c77,uc3m,1,1,1,0
g_65ad7ce29cd5e22a,uc3m,1,1,1,0
g_66643d483e699f66,uc3m,1,1,1,0
g_6689fb8b32a86d2e,uc3m,1,1,1,0
g_66a8d3a764698f3f,uc3m,1,1,1,0
g_66d02c7ed29539b0,uc3m,1,1,0,1
g_66dbc3b0fe639a94,uc3m,1,1,1,0
g_670088a6521a8dd5,uc3m,1,1,1,0
g_670f4405cd02ee00,uc3m,1,1,1,0
g_671954035b2403ec,uc3m,1,1,0,1
g_6740f21236284a7e,uc3m,1,1,1,0
g_67713cd2c68bb122,uc3m,1,1,1,0
g_6796c5471d69a624,cv,1,1,0,0
g_687016fc1677058d,uc3m,1,1,1,0
g_6874d81ba46d97c3,uc3m,1,1,1,0
g_68833fd3e5020f37,uc3m,1,2,0,1
g_68a67c8573f3bcba,uc3m,1,1,1,0
g_6afdcaccab78138d,uc3m,1,1,1,0
g_6b7d88ce2eb85d3f,uc3m,1,1,1,0
g_6bd82f2a36d69109,uc3m,1,2,1,0
g_6be787d714f3839b,uc3m,1,1,1,0
g_6c30585226f534a6,uc3m,1,1,1,0
g_6c3bfec339536d12,uc3m,1,1,1,0
g_6c8d775835436569,uc3m,1,1,1,0
g_6d463f49079c77dd,uc3m,1,1,0,1
g_6d614585c75e0734,uc3m,1,1,1,0
g_6e0744b637ba5dac,uc3m,1,2,1,0
g_6e569c46e0c02034,uc3m,1,1,0,1
g_6eab3710851083df,uc3m,1,1,1,0
g_6ed7bfd24e0afe6d,uc3m,1,1,1,0
g_6ee43d09517ad629,uc3m,1,1,1,0
g_6f0d067a5017aff8,uc3m,1,1,1,0
g_6f1d3323c5434cc0,uc3m,1,1,1,0
g_6f8296084ba708f1,uc3m,1,1,1,0
g_6f9e3c0a6f087758,uc3m,1,1,1,0
g_6fb45738fe2e0f71,uc3m,1,1,1,0
g_70279b9964aeb3df,uc3m,1,1,1,0
g_709ca1b0475c810c,uc3m,1,2,1,0
g_70ecb7765eb3f2bf,uc3m,1,1,0,1
g_70f07c44c768fb32,uc3m,1,1,1,0
g_7103af41311fa289,uc3m,1,1,1,0
g_7299f307f04c719f,uc3m,1,1,1,0
g_7351fdc7bcb09aaa,uc3m,1,1,0,1
g_735c1e1fbf2b9879,uc3m,1,1,0,1
g_7374ea2d763bca3c,uc3m,1,1,0,1
g_738586d5ea433c93,uc3m,1,1,1,0
g_741f4c3ff975b8b1,uc3m,1,1,0,1
g_743488ebb320cd9a,uc3m,1,1,1,0
g_7484de04f9aac14b,uc3m,1,1,1,0
g_74a231c37af88982,uc3m,1,1,0,1
g_75b529c0afab5b13,uc3m,1,1,1,0
g_75f7d32b54603684,uc3m,1,1,1,0
g_7638e82f847a68f9,uc3m,1,1,0,1
g_764ed668d36a5e6f,uc3m,1,1,0,1
g_768db4c93a689323,uc3m,1,1,0,1
g_7764206b8823500d,uc3m,1,1,1,0
g_778464f2b40725d9,uc3m,1,1,1,0
g_77fc11c1fd94a751,uc3m,1,1,1,0
g_78a8e8caac460a73,uc3m,1,1,0,1
g_79146a8df1448187,uc3m,1,1,1,0
g_79e34babce0cf00e,uc3m,1,1,0,1
g_7a1240f8bd84145e,uc3m,1,2,1,0
g_7a802aedf8437276,uc3m,1,1,1,0
g_7ac0ba5f26cd4038,uc3m,1,1,1,0
g_7c12c86762650da1,uc3m,1,1,0,1
g_7c5710d44d37f757,uc3m,1,1,1,0
g_7c703128733c08c8,uc3m,1,1,1,0
g_7d52a32992065e6c,uc3m,1,1,1,0
g_7d53df90d3a06517,uc3m,1,1,1,0
g_7d76c8e8b1c9614f,uc3m,1,1,0,1
g_7dcc0105cbd2e60f,cv,1,1,0,0
g_7fd5a4d9d2a4007c,uc3m,1,1,1,0
g_7fe9edca480632a1,uc3m,1,1,1,0
g_805a83170e4c4981,uc3m,1,1,1,0
g_80b17d96856c728e,uc3m,1,1,1,0
g_80ca420e7a65ac7e,uc3m,1,1,1,0
g_80d7786ec812e6b7,uc3m,1,1,1,0
g_80fd94073aa5a52d,uc3m,1,1,0,1
g_811d858dab18bd2a,uc3m,1,1,1,0
g_81986a48b4a4a503,uc3m,1,1,1,0
g_8202a6c26701d8d3,uc3m,1,1,1,0
g_820cb3c5ebadd01b,uc3m,1,1,1,0
g_824e8d1da73f8c7b,uc3m,1,1,0,1
g_82ef18924f084ec8,uc3m,1,1,1,0
g_837c240d2e0bdf13,uc3m,1,2,1,0
g_837f94e86580000f,uc3m,1,1,0,1
g_83913653d4751cb6,uc3m,1,1,1,0
g_83e4ed624ea9bd2b,uc3m,1,1,1,0
g_840270cc3f0c231d,uc3m,1,1,1,0
g_84ee1b542cafa471,uc3m,1,1,1,0
g_84ee5380afe8aa0a,uc3m,1,1,1,0
g_84f824f3a2c04da2,uc3m,1,1,1,0
g_85077b68e980b7d7,uc3m,1,1,0,1
g_850828e89254b08a,uc3m,1,1,1,0
g_8517bef7cbdd2a15,uc3m,1,1,1,0
g_8522665144560981,uc3m,1,1,0,1
g_859245a1badfad7a,cv,1,1,0,0
g_8616f294fa17e4e7,uc3m,1,1,1,0
g_869ec917d73029d2,uc3m,1,1,1,0
g_86c307d78d37f0eb,uc3m,1,1,1,0
g_86fc2fa1becebb71,uc3m,1,1,1,0
g_870040c2bef5fb6f,uc3m,1,1,0,1
g_870eca2c09c7755c,uc3m,1,1,1,0
g_87d6e662cb0d34e9,uc3m,1,1,1,0
g_87e1e80f4c67cc2f,uc3m,1,1,0,1
g_8840693b07d87b1c,uc3m,1,1,1,0
g_8859594a3e255ab4,uc3m,1,1,1,0
g_885fe71334e7ba6e,uc3m,1,2,0,1
g_8880587b8de5909c,uc3m,1,1,0,1
g_88fd762d677abeee,cv,1,1,0,0
g_89037e7c52f7ac34,uc3m,1,1,1,0
g_8abb51c80d1e9063,uc3m,1,1,1,0
g_8b2ab0899c9deb0c,uc3m,1,1,0,1
g_8b4cc0078ece57af,uc3m,1,1,1,0
g_8b580b3738aaf66b,uc3m,1,1,0,1
g_8babb2c7b102540d,cv,1,1,0,0
g_8bace8cd1e5c239b,uc3m,1,2,1,0
g_8bfb39db8ad9b040,uc3m,1,1,0,1
g_8c03d9f0009c006c,uc3m,1,2,1,0
g_8c382e31e412a289,uc3m,1,2,1,0
g_8c955e8f3d39abc6,uc3m,1,1,1,0
g_8d1104dfe75b8343,uc3m,1,1,1,0
g_8d1ae5b9ee2eb59a,uc3m,1,1,1,0
g_8d25a17be1fff1f5,uc3m,1,1,1,0
g_8e1d59c7a2872798,uc3m,1,1,1,0
g_8e2a66826b599bc2,uc3m,1,1,1,0
g_8e3cab06f98d2aae,uc3m,1,1,1,0
g_8ea43400862e1e69,uc3m,1,2,1,0
g_8eda002594ad8855,uc3m,1,1,1,0
g_8ee857703cdf2eda,uc3m,1,1,1,0
g_8eec753b5159da48,uc3m,1,1,0,1
g_8f025057b08bd7e9,uc3m,1,1,1,0
g_8f1bdd844289f446,uc3m,1,1,1,0
g_8f7d27c8bfe3abc7,uc3m,1,1,1,0
g_900819cd965b4fbe,uc3m,1,1,1,0
g_905b39a521306576,uc3m,1,1,0,1
g_90b99bbfc22c95b0,uc3m,1,1,0,1
g_9134ac6a245b4111,uc3m,1,1,1,0
g_915adfd012742270,uc3m,1,1,0,1
g_915e4657e733970b,uc3m,1,1,1,0
g_91cef52751a0f0e4,uc3m,1,1,1,0
g_91ea466b8f7908cb,uc3m,1,1,1,0
g_920eedc528fbe3a4,uc3m,1,1,1,0
g_922505914ea12402,uc3m,1,1,0,1
g_92790272c3868ba0,uc3m,1,1,1,0
g_92c25190ae8b3e7b,uc3m,1,1,1,0
g_9340e8c6a06ca4a0,uc3m,1,1,1,0
g_934112e6329f7ede,uc3m,1,2,1,0
g_9393eed2727313ab,uc3m,1,1,1,0
g_950df51f5783f7df,uc3m,1,1,1,0
g_962c8627dbab0fc2,uc3m,1,1,1,0
g_968660a120ae422a,uc3m,1,1,1,0
g_96d5511f252c27bb,uc3m,1,1,0,1
g_96f2cd0bc6e8925a,uc3m,1,1,1,0
g_97103231ba7b9e12,uc3m,1,1,0,1
g_97196b3a99394fac,uc3m,1,1,1,0
g_97acf6341fc767fa,uc3m,1,1,1,0
g_97b95c413c21ef8f,uc3m,1,1,1,0
g_97fd508400630963,uc3m,1,1,0,1
g_9800c5629ebc5f66,uc3m,1,1,1,0
g_9872ace42ca2ee87,uc3m,1,1,1,0
g_98a6bb6b9c75bf24,uc3m,1,1,1,0
g_98e28a3e8edbfeb2,uc3m,1,1,1,0
g_98fc979f4615c7d2,uc3m,1,1,1,0
g_990d6dcabce4515b,uc3m,1,1,1,0
g_99381017e05bdd89,uc3m,1,1,1,0
g_99901d4ee62aea08,uc3m,1,1,1,0
g_99a4bcac792a8ab2,uc3m,1,1,1,0
g_9a386ad4d93814b6,uc3m,1,1,0,1
g_9a506e337eafe502,uc3m,1,1,1,0
g_9a6137f31387051f,uc3m,1,1,1,0
g_9a6951baeca92fd9,uc3m,1,1,0,1
g_9ab7b83630be883a,uc3m,1,1,1,0
g_9b5e8d74b66143de,uc3m,1,1,0,1
g_9b8f250fc5a51ad4,uc3m,1,1,1,0
g_9bac9671e977b2c9,uc3m,1,1,1,0
g_9be0334413adc3eb,uc3m,1,2,0,1
g_9c0f55ae0b0b4008,uc3m,1,1,1,0
g_9c5f21b2f4b917e1,uc3m,1,1,1,0
g_9c81797ebab9019c,uc3m,1,1,1,0
g_9cd15fb8e01d56fe,uc3m,1,1,1,0
g_9d3a54630bb59c0b,uc3m,1,1,1,0
g_9d3a89f9d3dd0619,uc3m,1,1,0,1
g_9d58f7191dcb8abb,uc3m,1,1,1,0
g_9d96c7b9fe6db3a7,uc3m,1,1,1,0
g_9dcad2e955d837f3,uc3m,1,1,1,0
g_9e40a9e9916fd1c8,uc3m,1,1,1,0
g_9ed651428bd5ca0e,uc3m,1,1,1,0
g_9f15b76375fdd76b,uc3m,1,1,1,0
g_9f58713cbb6ad0d3,uc3m,1,1,0,1
g_9f684ba3a2bbb468,uc3m,1,1,1,0
g_9fb39a47c48e40a2,uc3m,1,1,1,0
g_9fdc2d74cf1349ae,uc3m,1,1,1,0
g_a01728336a6c913f,uc3m,1,1,1,0
g_a03d16de0c8afa06,uc3m,1,1,1,0
g_a0460c6a8b74b99f,uc3m,1,1,1,0
g_a05377bf55e3f51c,uc3m,1,1,1,0
g_a05c089dca73b683,uc3m,1,1,0,1
g_a08d4c4017b81fdb,uc3m,1,1,0,1
g_a11b9a93bc2edbaf,cv,1,1,0,0
g_a1b85973d2c2bd1f,uc3m,1,1,1,0
g_a1dda0bc28e15ced,uc3m,1,1,1,0
g_a1f7acb0ac346cb1,uc3m,1,1,1,0
g_a23726e7b7b2d4bd,uc3m,1,1,1,0
g_a27a69afa14a056d,uc3m,1,1,1,0
g_a2bbc0b300bd8731,cv,1,1,0,0
g_a2d02a27f2dee581,uc3m,1,1,1,0
g_a33d5b5032bef87b,uc3m,1,1,1,0
g_a41485c97bf637d0,uc3m,1,1,1,0
g_a4193ad2afd23533,uc3m,1,1,1,0
g_a48b60dbdf7fc8db,uc3m,1,1,1,0
g_a4f0c1d6c87d9aea,uc3m,1,1,1,0
g_a4f33145259a0acd,uc3m,1,1,1,0
g_a4fc0ccefca33d37,uc3m,1,1,1,0
g_a536bbaba6d09de6,uc3m,1,1,1,0
g_a57cf5b82b377ad7,uc3m,1,1,0,1
g_a5907803c754de52,uc3m,1,1,1,0
g_a598330f1031fccc,uc3m,1,1,1,0
g_a5df5fa87a754a71,uc3m,1,1,1,0
g_a5f0dfaa8dd5c8e4,uc3m,1,1,1,0
g_a69d07801d9989dc,uc3m,1,1,1,0
g_a6d61a55a757ee07,uc3m,1,1,1,0
g_a70a03919f656b4d,cv,1,1,0,0
g_a726879b12dcbd79,uc3m,1,1,1,0
g_a73da9026602c5f8,uc3m,1,1,1,0
g_a752cbc1a9fa1bac,uc3m,1,1,1,0
g_a7c95b76411bb99d,uc3m,1,1,1,0
g_a7e2913563cdd991,uc3m,1,1,1,0
g_a7ebe6df0d5a3a75,uc3m,1,1,1,0
g_a7ff2a9e87d0877a,uc3m,1,1,1,0
g_a84e6959fc19ff62,uc3m,1,1,1,0
g_a95c60137485f067,uc3m,1,2,1,0
g_a968c08d96c8e771,uc3m,1,1,1,0
g_a9cd86cb719e3efd,uc3m,1,1,1,0
g_aa60e1ead283d6b8,uc3m,1,1,1,0
g_aa6fdf780e1162ed,uc3m,1,2,1,0
g_aa837cf8a5e8745d,uc3m,1,1,1,0
g_aa8e09e16c910d14,uc3m,1,1,1,0
g_aaa340ae4ebf95a6,uc3m,1,1,1,0
g_aaa561fdfe8cb0ae,uc3m,1,1,1,0
g_ab1212bc9e6ec0a0,uc3m,1,1,1,0
g_ab3135d22de18e90,uc3m,1,1,1,0
g_ab8177f715ee8dfd,uc3m,1,1,1,0
g_aba5c195c7767a15,uc3m,1,1,1,0
g_abafc2d80b4ee636,uc3m,1,1,1,0
g_abbc1c385d7be7ce,uc3m,1,1,1,0
g_abd2738f6a7980e6,uc3m,1,2,1,0
g_abd67cb83417dcf4,uc3m,1,1,1,0
g_ac7c12f7a42fc18e,uc3m,1,1,1,0
g_ac99997c0201232b,uc3m,1,1,1,0
g_acb33309a7fe5d0b,uc3m,1,1,1,0
g_acbf91591ff7b949,cv,1,1,0,0
g_ae50a5d42c35c673,uc3m,1,1,1,0
g_aeaafd584da3adc0,uc3m,1,1,0,1
g_aeb2a2a1787eb9bf,uc3m,1,1,1,0
g_af2f44f362be3d25,uc3m,1,1,1,0
g_af32b1253763ac39,uc3m,1,1,1,0
g_aff613700777acde,uc3m,1,2,1,0
g_b02ef052b856f8f8,uc3m,1,1,1,0
g_b09dff426cf8b7a0,uc3m,1,1,1,0
g_b0a991e4361130c4,uc3m,1,1,1,0
g_b0d7b568e3158510,uc3m,1,1,1,0
g_b0ff2f82fe4b1912,uc3m,1,1,0,1
g_b1bf3b1e2bf1d808,uc3m,1,2,1,0
g_b27060ff0b8be3ab,uc3m,1,1,1,0
g_b27b7689229a8574,uc3m,1,1,1,0
g_b2f5267100ee75ae,uc3m,1,1,1,0
g_b30479fa1c624af9,uc3m,1,1,1,0
g_b351caa2fad24375,uc3m,1,1,1,0
g_b3668b130659a226,uc3m,1,1,1,0
g_b366b24ef5e2b172,uc3m,1,2,1,0
g_b38b3d8de49681c5,cv,1,1,0,0
g_b3b04ee319e199d4,uc3m,1,1,1,0
g_b3d67f8e467d1509,uc3m,1,1,1,0
g_b3f522df015e9ad3,uc3m,1,1,1,0
g_b3fe059508e9e7d6,uc3m,1,1,1,0
g_b415090ec636baf4,uc3m,1,1,0,1
g_b420c79a077f9ce0,uc3m,1,1,1,0
g_b4c3a40519829500,uc3m,1,1,1,0
g_b4dc71d8a6522f32,uc3m,1,1,1,0
g_b4ff9399394e230c,uc3m,1,1,1,0
g_b53b0225ff272e68,uc3m,1,1,1,0
g_b5567730bc007d4d,uc3m,1,1,1,0
g_b56004f596be3054,uc3m,1,1,1,0
g_b578055587674b90,uc3m,1,1,1,0
g_b57e26b57f15bc5f,uc3m,1,2,1,0
g_b5a02c77c725e85a,uc3m,1,1,1,0
g_b66cd4153b569077,uc3m,1,1,1,0
g_b7defb10d0bae489,cv,1,1,0,0
g_b8e4a0433a02fc6f,uc3m,1,1,1,0
g_b8f0a9b3d6d33fc4,cv,1,1,0,0
g_b903ffa915eb43c6,uc3m,1,1,1,0
g_b9311d035a5f1192,uc3m,1,1,1,0
g_b94ce70a53679c10,cv,1,1,0,0
g_b9683931934f915f,uc3m,1,1,1,0
g_b9ca456995c2b457,uc3m,1,1,1,0
g_b9e425bba306d0f3,uc3m,1,1,1,0
g_ba1788e5ed065436,uc3m,1,1,1,0
g_bb41765f52cabd88,uc3m,1,1,1,0
g_bb54dc6c8a837c4c,uc3m,1,1,1,0
g_bb59e2adc26afd80,uc3m,1,1,1,0
g_bb8824377a7f0145,uc3m,1,1,1,0
g_bb9e40686d631690,uc3m,1,1,1,0
g_bc1b11b3b287b8eb,uc3m,1,1,1,0
g_bc534e12943546de,uc3m,1,1,1,0
g_bc934002824c39f0,uc3m,1,1,1,0
g_bcdd2b882f1bef65,uc3m,1,1,1,0
g_bce0a72ef8b305c2,cv,1,1,0,0
g_bcf84c29e1bac45f,uc3m,1,1,0,1
g_bd3491ba75628d9d,uc3m,1,1,1,0
g_bd4e0c5aa5831a21,uc3m,1,1,1,0
g_bd8196106d7153f1,uc3m,1,1,1,0
g_bd9ecd877d27579d,uc3m,1,1,0,1
g_bdffb9cb635c1754,uc3m,1,1,1,0
g_be460da476f2e2ae,uc3m,1,1,1,0
g_bf31ca0247b5ca1c,uc3m,1,1,1,0
g_bf441a61916f1565,uc3m,1,2,1,0
g_bfe613f683dc4285,uc3m,1,1,1,0
g_c00a06a546162077,uc3m,1,1,0,1
g_c037ef8f418a25a4,uc3m,1,1,1,0
g_c041fd215ad89465,uc3m,1,1,1,0
g_c04bf37c3e32cd8b,uc3m,1,1,1,0
g_c05fcf0232e849bd,uc3m,1,1,1,0
g_c06151cd35d86a26,uc3m,1,1,1,0
g_c06caa983d45e81a,cv,1,1,0,0
g_c0b27fc1f41745c1,uc3m,1,1,1,0
g_c0cf9bd11b4201f2,uc3m,1,1,1,0
g_c0dcd6e0fdbdc28d,uc3m,1,1,1,0
g_c0e2b2900d9948dc,uc3m,1,1,1,0
g_c1247cdef6db5d86,uc3m,1,1,1,0
g_c14fc059ab69c853,uc3m,1,1,1,0
g_c1659452264a75b4,uc3m,1,1,0,1
g_c19eac60658328f6,uc3m,1,1,1,0
g_c1c3ad463a993867,uc3m,1,1,1,0
g_c1e3e5f3bde94939,uc3m,1,1,1,0
g_c280f55993841810,uc3m,1,1,1,0
g_c2884aa1518e15aa,uc3m,1,1,1,0
g_c2a732b83d932de6,uc3m,1,1,1,0
g_c2ea9f30bccd8eec,uc3m,1,2,1,0
g_c34c9bd7e19de78a,uc3m,1,1,1,0
g_c36db8cfe2bcd897,uc3m,1,1,0,1
g_c3d64afc54bf3217,uc3m,1,1,1,0
g_c3faeedb66e31b56,uc3m,1,1,0,1
g_c40cd904d5b35c43,uc3m,1,1,1,0
g_c410fcadb127ec09,uc3m,1,1,1,0
g_c48ad7ee356c1b63,uc3m,1,1,1,0
g_c48ec9c6be58abc0,uc3m,1,1,0,1
g_c511be1428990da6,uc3m,1,1,1,0
g_c6458c8c0584e061,uc3m,1,1,1,0
g_c6cbc881731da324,uc3m,1,1,1,0
g_c6eb68f2e3a4795d,uc3m,1,1,0,1
g_c71044d9e1c97cc1,uc3m,1,1,1,0
g_c896daee7e164a7e,uc3m,1,1,1,0
g_c92e734fea629133,uc3m,1,1,1,0
g_c94a9b84bdf135b0,cv,1,1,0,0
g_caac93156f33791c,uc3m,1,1,1,0
g_cab777446396b91c,uc3m,1,1,0,1
g_cae628be6c86df73,uc3m,1,1,1,0
g_caedb49fe174a4f9,uc3m,1,1,1,0
g_cb75c3b2c8006823,uc3m,1,1,0,1
g_cbd38b63f01dd157,uc3m,1,1,0,1
g_cbd8928de6084e91,uc3m,1,2,1,0
g_cc192d4b1a6a6374,uc3m,1,1,1,0
g_cc408f4ec184e05f,uc3m,1,1,0,1
g_cc7feb42139ae999,uc3m,1,1,1,0
g_ccb0ce0776c0e956,uc3m,1,1,0,1
g_ccf39ef10ba83d51,uc3m,1,1,1,0
g_cd58dfacbb429da1,uc3m,1,1,1,0
g_cd6c0432ba3fba78,uc3m,1,1,1,0
g_cdea4d5124254a09,uc3m,1,1,1,0
g_cdf37e04b1798eaf,uc3m,1,1,0,1
g_cdf9526d62277275,uc3m,1,2,1,0
g_ce099ba3552fdedd,uc3m,1,1,0,1
g_ce44a80419b85218,uc3m,1,1,1,0
g_ce4add30776c36f1,uc3m,1,1,1,0
g_cea4014b16fbb0c3,uc3m,1,1,1,0
g_ced531a657d3928c,uc3m,1,1,0,1
g_cf681cc62df1f41e,uc3m,1,1,1,0
g_cf6e9d133f12f10b,uc3m,1,1,0,1
g_cfe033ec3c6e4afd,uc3m,1,1,1,0
g_d00c6b5157ee92db,uc3m,1,1,1,0
g_d01fddde69eaebb4,uc3m,1,1,0,1
g_d048c756e10de6e7,uc3m,1,1,0,1
g_d0ca211df96084a9,uc3m,1,2,1,0
g_d0d3f8909bc12527,uc3m,1,1,1,0
g_d1128cee0b990c74,uc3m,1,1,0,1
g_d1c4cb3036b06483,uc3m,1,1,1,0
g_d262654830f2055a,uc3m,1,1,1,0
g_d2998729bbef7b03,uc3m,1,1,1,0
g_d2bb0a55c5a6fddc,uc3m,1,1,0,1
g_d2ec870af9ac40d7,uc3m,1,1,1,0
g_d36461c39e8d645e,uc3m,1,1,0,1
g_d373a94c8fec05f8,uc3m,1,1,1,0
g_d3be2697ddbb48e0,uc3m,1,1,1,0
g_d3eeded39605c886,uc3m,1,1,1,0
g_d41db0335344e971,uc3m,1,1,1,0
g_d42da8fda4c8ecbc,uc3m,1,1,1,0
g_d44b8bef1e802531,uc3m,1,1,1,0
g_d5175786e43393d2,uc3m,1,1,1,0
g_d586e46962d40a2f,uc3m,1,1,1,0
g_d628972c6e44d0ce,uc3m,1,1,1,0
g_d71c5f6791671630,uc3m,1,1,1,0
g_d72fc3d154e3dc31,uc3m,1,1,1,0
g_d75a6d3b83fb8ff6,uc3m,1,1,1,0
g_d766b48e9e221c8c,uc3m,1,1,1,0
g_d83cfb352727c576,uc3m,1,1,1,0
g_d878e045892e9a26,uc3m,1,1,1,0
g_d89cce8a25a85940,uc3m,1,1,1,0
g_d8c3663dfd284d24,uc3m,1,1,1,0
g_d90a3783c0423346,uc3m,1,1,1,0
g_d932c5814fd06d38,uc3m,1,2,1,0
g_d956dd57929fd56e,uc3m,1,1,1,0
g_d97d64cb8e61f821,uc3m,1,1,1,0
g_d9a778b59a8d4b75,uc3m,1,1,1,0
g_da0973b5b192ac00,uc3m,1,1,1,0
g_daa388c3dc00f0ab,uc3m,1,1,1,0
g_dab4144ae59255df,uc3m,1,1,1,0
g_db07765492c27fa0,uc3m,1,1,1,0
g_dc1873be61a96f71,uc3m,1,1,1,0
g_dc1ab19ce65bb3da,uc3m,1,1,1,0
g_dc9bd0554662383d,uc3m,1,1,1,0
g_dcaddc853ee07408,uc3m,1,1,1,0
g_dcdba113c9e23385,uc3m,1,1,0,1
g_dce673ec2e00609f,uc3m,1,1,1,0
g_dd45c9854ab31c97,uc3m,1,1,1,0
g_ddfe34f6d2a13eb7,uc3m,1,1,1,0
g_de3ce3b5cbc33f56,uc3m,1,1,1,0
g_deceab638730fb90,uc3m,1,1,1,0
g_def25cd6930b53d9,uc3m,1,1,1,0
g_df09e417a53c6f57,uc3m,1,1,1,0
g_df63a7752125b465,uc3m,1,1,1,0
g_dfb5764cf39291e2,uc3m,1,1,1,0
g_e03b8e0a8aaed989,uc3m,1,1,1,0
g_e10d4ee664b8137b,cv,1,1,0,0
g_e1451270a938261d,cv,1,1,0,0
g_e179305aa767000f,uc3m,1,1,1,0
g_e18bd1f13d766d4d,uc3m,1,1,1,0
g_e19ac68925546be2,uc3m,1,1,1,0
g_e1dabee11fbe29a9,uc3m,1,1,0,1
g_e1f2bc9c8c86b99b,uc3m,1,1,0,1
g_e1f8be72e4b53e46,uc3m,1,1,0,1
g_e215d3cd89c8602c,uc3m,1,1,1,0
g_e22f99cc1c7287d4,cv,1,1,0,0
g_e239d4428afd017a,uc3m,1,1,1,0
g_e259a0e17895fd3f,uc3m,1,1,1,0
g_e2d6585fa03bb594,uc3m,1,1,1,0
g_e2df8679531c6fc9,uc3m,1,1,0,1
g_e3073f94291ce249,uc3m,1,1,1,0
g_e348b726ab91470f,uc3m,1,1,1,0
g_e36ee03aab26e9b2,uc3m,1,1,1,0
g_e3ab37fbb1270762,uc3m,1,1,0,1
g_e44581063f252e13,uc3m,1,1,1,0
g_e466d30bf0fe87b0,uc3m,1,1,1,0
g_e4ebf7e8fdf69437,uc3m,1,1,1,0
g_e53f05e5632e74e0,uc3m,1,1,0,1
g_e5cb2411cb412cd7,uc3m,1,1,1,0
g_e5f8c767762520bc,uc3m,1,1,0,1
g_e6453d30ec69a8aa,uc3m,1,1,0,1
g_e654508f7f053767,uc3m,1,1,1,0
g_e709faa335c0d828,uc3m,1,1,1,0
g_e70bd45d60430771,uc3m,1,1,1,0
g_e70def00c9e80cad,uc3m,1,1,1,0
g_e7213fe189b917b7,uc3m,1,1,1,0
g_e7cf012d075fd193,uc3m,1,1,1,0
g_e8127f00bae21fa3,uc3m,1,1,1,0
g_e8471737ac9daf11,uc3m,1,1,1,0
g_e853fc90c1304ba7,uc3m,1,1,1,0
g_e93a62442a65ba0c,uc3m,1,1,1,0
g_e94396e7eaeb1976,uc3m,1,1,1,0
g_e9573e524e44d850,uc3m,1,1,1,0
g_e978f63be0d87944,uc3m,1,1,0,1
g_e9a5b438ebc13e0e,cv,1,1,0,0
g_e9aa3b3a41d4c3e8,uc3m,1,1,1,0
g_e9bc86a35dcee8ef,uc3m,1,1,1,0
g_e9f955870b531d79,uc3m,1,1,1,0
g_ea312cbbee768403,uc3m,1,1,1,0
g_ea6990d778b489dd,uc3m,1,1,1,0
g_ea77466bd6c1747e,uc3m,1,1,1,0
g_eacb5d574033dd25,uc3m,1,1,1,0
g_eadd5effbce92b17,uc3m,1,1,0,1
g_eae5bfadff149318,uc3m,1,3,1,0
g_eaf650de84679915,uc3m,1,1,1,0
g_eb5367adf8d6aa11,uc3m,1,1,1,0
g_eb5b13aad76e67bf,uc3m,1,1,1,0
g_ec9391d2bd83ef39,uc3m,1,1,1,0
g_ece2bf98b77df3e2,uc3m,1,1,1,0
g_ecf6a1efda084f13,uc3m,1,1,1,0
g_ed59e83af9308b90,uc3m,1,1,1,0
g_ed71f438b0f59440,uc3m,1,1,1,0
